run_id,series,alpha,Q_Y_COS_mean,Q_Y_COS_std,Q_Y_COS_sem,Q_Y_mean,FIT_Y_mean,Q_W_mean,Q_X_mean
_latest,"BiGAMP (F = Ising, no Onsager)",0.6,0.09619996697,0.005405532196,0.001208713745,0.1489205211,-2.098663092,-0.001270307926,-0.006749893073
_latest,"BiGAMP (F = Ising, no Onsager)",0.7,0.1125119478,0.004675528035,0.001045479852,0.1772223562,-2.127091885,-0.001546607702,-0.003978651017
_latest,"BiGAMP (F = Ising, no Onsager)",0.8,0.126623854,0.005103958771,0.001141279877,0.1996137202,-2.084854841,-0.003787490306,-0.001187080401
_latest,"BiGAMP (F = Ising, no Onsager)",0.9,0.144789055,0.006293467246,0.001407262058,0.2251707166,-1.969763756,-0.001103940071,0.003761278931
_latest,"BiGAMP (F = Ising, no Onsager)",1,0.162836656,0.004750879016,0.001062328843,0.2511338294,-1.876944423,2.060788756e-05,0.00253510708
_latest,"BiGAMP (F = Ising, no Onsager)",1.1,0.1836652756,0.00674398616,0.001508001149,0.2776657641,-1.730940819,-0.00266267336,-0.004573700018
_latest,"BiGAMP (F = Ising, no Onsager)",1.2,0.2028702796,0.006273395382,0.001402773852,0.3016264439,-1.607692599,-0.0003283298574,0.001421894762
_latest,"BiGAMP (F = Ising, no Onsager)",1.3,0.2235717773,0.004211963154,0.0009418235932,0.32898283,-1.507934451,-0.005149885546,-0.001973663922
_latest,"BiGAMP (F = Ising, no Onsager)",1.4,0.2413960546,0.007432812359,0.00166202737,0.352894038,-1.431927323,0.003902225988,0.001205501379
_latest,"BiGAMP (F = Ising, no Onsager)",1.5,0.2584878504,0.004252102226,0.0009507989625,0.3788288534,-1.390766621,-0.009328638203,-0.005422987044
_latest,"BiGAMP (F = Ising, no Onsager)",1.6,0.2725432813,0.00422578305,0.0009449138158,0.402733326,-1.37823379,0.0022822225,-0.001907109166
_latest,"BiGAMP (F = Ising, no Onsager)",1.7,0.2866375148,0.004154663067,0.0009290109042,0.4321146607,-1.408751726,-0.005414512474,0.0009880223079
_latest,"BiGAMP (F = Ising, no Onsager)",1.8,0.2921458185,0.006027640775,0.001347821452,0.4571170509,-1.534399629,-0.00146097166,-0.004024305847
_latest,"BiGAMP (F = Ising, no Onsager)",1.9,0.292491436,0.006377993152,0.001426162625,0.4822389781,-1.755127192,-0.004328692798,0.005782549269
