run_id,size_N,N,M,alpha,Q_Y_COS,Q_Y_mean,FIT_Y_mean,Q_W_mean,Q_X_mean,R_W_mean,R_X_mean,reused
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N5000,5000,50,1.7,0.8610316355951091,0.6997116804122925,0.7390340566635132,0.7001462578773499,0.6994583606719971,0.6974954009056091,0.6974769234657288,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N5000,5000,50,1.8,0.9071550116874769,0.8014553189277649,0.8223698139190674,0.8023682236671448,0.8016316294670105,0.798992931842804,0.7990008592605591,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N5000,5000,50,1.9,0.9523445588479562,0.9009983539581299,0.9069209694862366,0.9020002484321594,0.9008630514144897,0.8997242450714111,0.8997480869293213,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N5000,5000,50,2.0,0.9970619954738794,0.9921891093254089,0.9941288232803345,0.9932430982589722,0.9921733736991882,0.9908021092414856,0.9907894730567932,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N5000,5000,50,2.1,0.9999997091408374,0.9998797178268433,0.9999994039535522,1.000922441482544,0.9998438358306885,1.0002557039260864,1.0002362728118896,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N5000,5000,50,2.3,0.9999986317408924,0.9999244809150696,0.9999972581863403,1.0009517669677734,0.9999087452888489,1.0003163814544678,1.000368356704712,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N5000,5000,50,2.5,1.0,0.9999743700027466,1.0,1.0010285377502441,0.9999276995658875,1.0004671812057495,1.0004034042358398,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,0.0,0.0,0.0,0.0,5.605193857299268e-45,5.605193857299268e-45,0.0,0.0,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,0.3,0.5516234251977346,0.05290726572275162,0.09661543369293213,0.006502106785774231,0.00673702685162425,0.02649684064090252,0.02649684064090252,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,0.6,0.6299196082000115,0.18144787847995758,0.27992337942123413,0.01697295345366001,0.01709502935409546,0.13784560561180115,0.13784560561180115,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,0.75,0.6277038257440308,0.22319184243679047,0.3199545741081238,0.03352584317326546,0.03387417644262314,0.19239278137683868,0.19239278137683868,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,0.85,0.6239970762741377,0.24662716686725616,0.3370414972305298,0.049140654504299164,0.04918575659394264,0.2284812182188034,0.2284812182188034,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,0.9,0.621587257722173,0.25746700167655945,0.343364953994751,0.061496373265981674,0.061477020382881165,0.2465004026889801,0.2465004175901413,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,0.95,0.6226673481068701,0.26940250396728516,0.3516113758087158,0.08113138377666473,0.08100181072950363,0.2652507424354553,0.2652507424354553,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.0,0.6226292693769541,0.28159791231155396,0.3586456775665283,0.0972340777516365,0.09683853387832642,0.2837672531604767,0.2837672531604767,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.05,0.627677641201101,0.2946154773235321,0.36891913414001465,0.12714208662509918,0.12691335380077362,0.3030775487422943,0.3030775785446167,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.1,0.6314782569090056,0.30894216895103455,0.3785320520401001,0.15312953293323517,0.15325477719306946,0.32255521416664124,0.3225552439689636,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.15,0.6410001586088591,0.32419660687446594,0.3925931453704834,0.1938440054655075,0.19320593774318695,0.3423820734024048,0.3423820436000824,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.2,0.6497834650474046,0.34159132838249207,0.4068219065666199,0.22627484798431396,0.2255263477563858,0.3625723123550415,0.3625726103782654,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.25,0.6649201471033258,0.36118757724761963,0.42730408906936646,0.27030956745147705,0.27074769139289856,0.383271187543869,0.38327130675315857,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.3,0.6833188252330442,0.3853701055049896,0.4526800513267517,0.31461161375045776,0.3143988847732544,0.40464529395103455,0.40464842319488525,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.4,0.7246013962153451,0.43724721670150757,0.5103650093078613,0.403415322303772,0.40321242809295654,0.44912049174308777,0.4491826891899109,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.5,0.7700636721323039,0.5026422142982483,0.5792304277420044,0.4928441047668457,0.49217689037323,0.5034487247467041,0.5036697387695312,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.6,0.8174376700181621,0.5994226336479187,0.6611242890357971,0.595853865146637,0.5950320959091187,0.5931482911109924,0.5933237075805664,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.7,0.8623065303790746,0.7018275260925293,0.7412289381027222,0.6975977420806885,0.6963629722595215,0.6947502493858337,0.6950076818466187,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.8,0.9081844265289496,0.8041485548019409,0.8242819309234619,0.8005940318107605,0.7989962697029114,0.7967945337295532,0.797060489654541,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,1.9,0.9538099530194597,0.9035409688949585,0.9097110033035278,0.9004312753677368,0.8983447551727295,0.8975011110305786,0.8976757526397705,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,2.0,0.9971435108108878,0.9924893975257874,0.9942919015884399,0.9917671084403992,0.9893555641174316,0.9886814951896667,0.988713800907135,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,2.1,0.999976069808742,1.0000042915344238,0.9999521374702454,0.9995293617248535,0.9970982670783997,0.9983591437339783,0.9984011054039001,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,2.3,0.999998631612327,0.9999262690544128,0.9999972581863403,0.9994257092475891,0.9970100522041321,0.998106062412262,0.9981785416603088,False
20260430_030643_n_grid_c_completion_bgs_N2000_M50_size6-a24_S1_steps60000_0c517d,N10000,10000,50,2.5,1.0,0.9999741315841675,1.0,0.999481201171875,0.9970471262931824,0.9982141852378845,0.9982502460479736,False
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,0.0,0.0,0.0,0.0,5.605193857299268e-45,5.605193857299268e-45,0.0,0.0,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,0.3,0.5554132238442098,0.061707980930805206,0.1110721230506897,0.007135788910090923,0.007351328153163195,0.030315304175019264,0.030315304175019264,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,0.6,0.628354605164321,0.18189069628715515,0.2799876928329468,0.014309084042906761,0.014829360879957676,0.13840849697589874,0.13840849697589874,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,0.75,0.6260566333285607,0.22341683506965637,0.3194820284843445,0.032490022480487823,0.032825764268636703,0.19324509799480438,0.193245068192482,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,0.85,0.6179741006188709,0.24780696630477905,0.33481377363204956,0.047586340457201004,0.048353567719459534,0.22948913276195526,0.22948911786079407,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,0.9,0.62050998475398,0.25955262780189514,0.3441393971443176,0.06301682442426682,0.06339408457279205,0.24783523380756378,0.24783524870872498,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,0.95,0.6222692889230371,0.2702021598815918,0.3518567681312561,0.08284679800271988,0.08240047097206116,0.26649343967437744,0.26649343967437744,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.0,0.623116996559153,0.28260964155197144,0.3595190644264221,0.10257276892662048,0.10207703709602356,0.28512218594551086,0.28512218594551086,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.05,0.6257245097915834,0.29766297340393066,0.3690266013145447,0.13562974333763123,0.13570381700992584,0.30438232421875,0.30438232421875,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.1,0.6338860437293126,0.311601847410202,0.38155877590179443,0.165678933262825,0.1661209613084793,0.3237154185771942,0.3237153887748718,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.15,0.6431360615258579,0.32612526416778564,0.39511436223983765,0.2004777193069458,0.2006547898054123,0.3433704972267151,0.3433704972267151,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.2,0.6533504165003907,0.34469079971313477,0.411047101020813,0.23786099255084991,0.23820607364177704,0.36365756392478943,0.3636578619480133,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.25,0.6728766114722462,0.3693498373031616,0.4373956322669983,0.286295086145401,0.28661486506462097,0.3842800557613373,0.3842810392379761,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.3,0.6895614535066825,0.3901249170303345,0.46016770601272583,0.3262428045272827,0.32632309198379517,0.4054357409477234,0.4054446816444397,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.4,0.7277279201549716,0.44008541107177734,0.5144616365432739,0.40810060501098633,0.4083331823348999,0.4499374032020569,0.45002514123916626,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.5,0.773929903463606,0.5072682499885559,0.5849287509918213,0.49775025248527527,0.49820613861083984,0.5048683881759644,0.5056160688400269,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.6,0.8194591618517441,0.6017471551895142,0.6642650365829468,0.5969592332839966,0.5972481369972229,0.5939195156097412,0.5945001244544983,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.7,0.8643240267207046,0.704777717590332,0.7446633577346802,0.6994100213050842,0.7001558542251587,0.6960891485214233,0.6969826817512512,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.8,0.9089522475230689,0.8056899905204773,0.8256853222846985,0.8000966310501099,0.8004070520401001,0.7971248626708984,0.7977716326713562,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,1.9,0.9539634518732113,0.9034186005592346,0.9099979996681213,0.8999071717262268,0.8999723792076111,0.8976521492004395,0.8982346653938293,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,2.0,0.997162609672955,0.9926109910011292,0.9943302869796753,0.991293728351593,0.990734875202179,0.9891510009765625,0.9892058968544006,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,2.1,0.9999793490654869,1.0000263452529907,0.9999586939811707,0.9991376996040344,0.9985569715499878,0.9988913536071777,0.9989483952522278,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,2.3,0.9999979755858038,0.9999304413795471,0.9999959468841553,0.999018132686615,0.9984689354896545,0.9986140131950378,0.9987339973449707,True
20260429_220711_grid_c_serial_bgs_N20000_M50_a24_S1_steps60000_1fc77e,N20000,20000,50,2.5,0.9999994938116419,0.999968945980072,0.9999989867210388,0.9990537762641907,0.9985067844390869,0.9986822605133057,0.998806893825531,True
